"admin_id","1","2","3","4","5","6","7","8","9","10","11","12","admin_name","ctry_id","ctry_name"
867,0.06537659,0.025527271,0.003437147,0.000171645,0.011612637,0.032933206,0.085955679,0.155268465,0.183806949,0.199089868,0.144167744,0.092652797,"Tungurahua",68,"Ecuador"
868,0.011069476,0.019064429,0.045771582,0.128513907,0.217792163,0.283204439,0.224932586,0.061531351,9.68e-06,0.000911471,0.002787874,0.004411038,"Zamora Chinchipe",68,"Ecuador"
869,0.016715741,0.063023577,0.142342209,0.211540155,0.242617124,0.146507035,0.043449108,0.031809291,0.041555257,0.041987773,0.017245459,0.001207272,"Zona No Delimitada",68,"Ecuador"
939,0,0.000325454,0.013495496,0.03958001,0.106514591,0.232201954,0.291262951,0.222724525,0.088200582,0.004678536,0.001015901,0,"Addis Ababa",74,"Ethiopia"
940,0.033232092,0.006643586,0.008437577,0.020207848,0.043497398,0.072045272,0.114761569,0.147531797,0.167012941,0.171449208,0.131060726,0.084119986,"Afar",74,"Ethiopia"
941,0.002330027,0.002549492,0.015367117,0.048559095,0.111605149,0.177380959,0.221393464,0.204134245,0.129020924,0.060487008,0.019887379,0.007285141,"Amhara",74,"Ethiopia"
942,0.007698574,0.004387442,0.010169797,0.02954662,0.061322607,0.092531089,0.140650051,0.186002221,0.194528483,0.161986439,0.081831404,0.029345274,"Beneshangul Gumu",74,"Ethiopia"
943,0.008425066,0.027435433,0.049412338,0.078246053,0.120401392,0.13005299,0.164365761,0.171597789,0.130044471,0.080485938,0.033712594,0.005820172,"Dire Dawa",74,"Ethiopia"
944,0.027179371,0.010099805,0.007579066,0.008064495,0.018158529,0.047229277,0.115501556,0.179648269,0.183302644,0.185456852,0.137862934,0.079917201,"Gambela",74,"Ethiopia"
945,0.00791084,0.011443674,0.023130741,0.056265979,0.12228615,0.152144092,0.163551382,0.146675015,0.123622661,0.109588243,0.062545667,0.020835556,"Hareri",74,"Ethiopia"
946,0.010140205,0.017152932,0.050516737,0.096670372,0.145506877,0.160068933,0.160977056,0.140464876,0.104128377,0.065735024,0.032035243,0.016603368,"Oromia",74,"Ethiopia"
947,0.014510547,0.031833655,0.076870526,0.117624149,0.140573724,0.124205402,0.116853603,0.121393995,0.110766724,0.082906682,0.042565335,0.019895657,"SNNPR",74,"Ethiopia"
948,0.008093808,0.028435752,0.094628027,0.165316189,0.209279828,0.184920612,0.115538966,0.055286995,0.042981565,0.045768568,0.034580096,0.015169594,"Somali",74,"Ethiopia"
949,0.002805578,0.000395856,0.002992997,0.009313986,0.046897295,0.134054584,0.222579286,0.258914199,0.189629751,0.092872854,0.028480379,0.011063236,"Tigray",74,"Ethiopia"
1005,0.00031201,0.007665548,0.037349132,0.102021119,0.19259898,0.219356634,0.214626282,0.147046073,0.064065372,0.014686837,0.000272012,0,"Abkhazia",85,"Georgia"
1006,0.000241363,0.005026386,0.029124816,0.090044619,0.181969809,0.218364998,0.220765603,0.15921349,0.075600214,0.019332579,0.000316122,0,"Ajaria",85,"Georgia"
1007,0.001000754,0.018060487,0.07122375,0.141869723,0.213776686,0.20639519,0.17799948,0.116585362,0.045185921,0.007824747,7.79e-05,0,"Guria",85,"Georgia"
1008,0.000413664,0.009787153,0.053288743,0.131958362,0.220277676,0.225526375,0.194549013,0.116716535,0.042948369,0.004380415,0.000153695,0,"Imereti",85,"Georgia"
1009,0,0.003345404,0.0454432,0.131781098,0.222480577,0.240918857,0.196122199,0.108147198,0.04401307,0.007630826,0.000117572,0,"Kakheti",85,"Georgia"
1010,0,0.003314321,0.039113506,0.116565887,0.208204941,0.239412781,0.206505328,0.123666585,0.051381056,0.011825342,1.03e-05,0,"Kverno Kartli",85,"Georgia"
1011,0,0,0.012075623,0.064655821,0.160241321,0.217995841,0.238745666,0.18410838,0.094378936,0.026734799,0.001063614,0,"Mtskheta-mtianeti",85,"Georgia"
1012,0,0,0.006307989,0.047332789,0.138838136,0.21058595,0.24505415,0.20447809,0.110746155,0.035408919,0.001247822,0,"Racha-Lechkumi & Kvemo Svaneti",85,"Georgia"
1013,0.00037335,0.014937957,0.060931068,0.125484262,0.201452008,0.205967849,0.192081049,0.132634258,0.054416875,0.011480793,0.00024053,0,"Samegrelo & Zemo Svaneti",85,"Georgia"
1014,0,0,0.004214345,0.035043389,0.121271562,0.203130884,0.241855512,0.218871442,0.130408239,0.045017125,0.000187503,0,"Samtskhe-Javakheti",85,"Georgia"
1015,0,0,0.019639075,0.086600809,0.189434741,0.234876692,0.229713286,0.154393938,0.069653909,0.015519878,0.000167673,0,"Shida Kartli",85,"Georgia"
1016,0,0.000737485,0.050593559,0.155143424,0.244218641,0.258865277,0.1912413,0.079237004,0.019954418,8.2e-06,6.89e-07,0,"Tbilisi",85,"Georgia"
1122,0.014624051,0.017038034,0.067162054,0.163307942,0.216921044,0.252816701,0.188218707,0.067939424,0.001870953,0.00019628,0.001916965,0.007987845,"Atlantida",103,"Honduras"
1123,0.026021198,0.001060455,0.000103946,0.03693238,0.12445045,0.168003152,0.216963541,0.164834209,0.093081595,0.059092401,0.05762072,0.051835952,"Choluteca",103,"Honduras"
1124,0.012970323,0.018162642,0.076523951,0.170217827,0.223122088,0.249620052,0.178970617,0.060692595,0.000765515,0.000763129,0.001657107,0.006534153,"Colon",103,"Honduras"
1125,0.020842511,0.009838409,0.005075935,0.044194916,0.14372987,0.190556679,0.23343747,0.169471189,0.077451638,0.038851322,0.03700446,0.0295456,"Comayagua",103,"Honduras"
1126,0.016089975,0.009406542,0.023645868,0.08649803,0.171887154,0.21510606,0.226485567,0.143085938,0.053949835,0.017752296,0.017099816,0.018992919,"Copan",103,"Honduras"
1127,0.020792406,0.016386716,0.033037343,0.099512324,0.183819992,0.226496963,0.224110038,0.128056496,0.035707434,0.00540482,0.009872524,0.016802943,"Cortes",103,"Honduras"
1128,0.016360563,0.006169074,0.000459712,0.043066475,0.147559999,0.198718232,0.244865146,0.177339075,0.079691401,0.033593357,0.028363213,0.023813752,"El Paraiso",103,"Honduras"
1129,0.017097867,0.008305154,0.006062087,0.048394813,0.148164938,0.194657499,0.236478415,0.17056648,0.078461388,0.035160897,0.031170224,0.025480238,"Francisco Morazan",103,"Honduras"
1130,0.079057496,0.114243488,0.201819255,0.218688462,0.177697007,0.09314279,0.038393447,0.014596392,0.014839434,0.007735104,0.005160083,0.034627042,"Gracias A Dios",103,"Honduras"
1131,0.00471466,0.002724171,0.007830228,0.050999858,0.150287105,0.193560594,0.24179734,0.183855776,0.090261621,0.036622102,0.023467465,0.01387908,"Intibuca",103,"Honduras"
1132,0,0,0,0,0,0,0,0,0,0,0,0,"Islas De La Bahia",103,"Honduras"
1133,0.007630458,0.001336738,1.57e-05,0.042931078,0.1427216,0.189040178,0.242614704,0.186462786,0.093002038,0.040568182,0.032149214,0.021527337,"La Paz",103,"Honduras"
1134,0.007863027,0.003817928,0.007119163,0.050256326,0.147257538,0.191012684,0.240149015,0.184344364,0.090852643,0.035052522,0.024756186,0.017518603,"Lempira",103,"Honduras"
1135,0.005422379,0.003334674,0.007583072,0.046889215,0.136117522,0.177697432,0.228119162,0.186719127,0.106857158,0.051992409,0.0317384,0.01752945,"Ocotepeque",103,"Honduras"
1136,0.042704657,0.043112695,0.061929766,0.100411775,0.168094272,0.190512536,0.178379762,0.103532582,0.039002379,0.017334997,0.021021354,0.033963226,"Olancho",103,"Honduras"
1137,0.011895244,0.009570692,0.023631634,0.084595694,0.17291769,0.218327897,0.23860478,0.153374782,0.055399976,0.011867475,0.009303457,0.010510679,"Santa Barbara",103,"Honduras"
